texto,review_score,sentimento
"qualidade boa,preço bom , e entrega rapida , estão de parabéns , agradecido , ari",4,positivo
"Produto bem mais ou menos . Prazo : OK entrega: OK . porém , o produto parece de camelô , não é bonita , nem parece que comprei em loja . o matéria da mochila não é o pior , mas parece do camelô !",3,neutro
"Não sei o motivo, mas dos 4 ítens adquiridos do mesmo produto foram entregues apenas 3. O despacho foi feito individualmente e até o momento ainda falta a entrega de um ítem.",2,negativo
Recomendo!,5,positivo
Mandei diversas reclamações e somente um foi respondida porém não atendida.,1,negativo
Relógio não entregue  Comprei 2 relógios e entregaram apenas 1. Aguardo posicionamento da loja qto a isso ou estorno do valor no cartão.,1,negativo
"Comprei duas vezes nesse site e sempre me entrgaram antes do previsto
com certeza recomendo",5,positivo
Recebi o produto com uma grande antecedência. O produto é de qualidade e cumpre com o prometido da propaganda/fotos.,4,positivo
Ótimo  Entregou super rápido e tem o produto de boa qualidade.,5,positivo
Empresa entregou suplemento falsificado. Total irresponsabilidade com a saúde do consumidor. stark também perde credibilidade ao aceitar como parceiras empresas inidôneas.,1,negativo
"Recomendo Produto ótimo, entrega super rápida.",5,positivo
"Recomendo Para quem não é extremamente exigente, recomendo. O produto veio com pequenos arranhões mas nenhuma avaria. Tudo ok.",4,positivo
"Quero sugerir que a empresa tenha embalagens adequadas ao produto, comprei banquetas e recebi em caixas de ferro de passar, isso mostra que a empresa não tem profissionalismo.",3,neutro
A loja mandou bem.obrigado. ronaldo,4,positivo
"Produto chegou com a embalagem em péssimo estado, faltando componentes para montagem e danificado, nao recomendo.",1,negativo
"O relógio é um pouco pequeno, mas é bem bonito e de ótima qualidade... Adorei minha compra!",4,positivo
Pedido pela metade Comprei 2 travesseiros foi entregue apenas 1. Tive que entrar em contato com a empresa para receber o segundo item do meu pedido.,2,negativo
Incrível Super recomendo,5,positivo
"RELÓGIO BOM CHEGOU ANTES DO PRAZO, FACIL DE CONFIGURAR E ENTENDER SUAS FUNCIONALIDADES, BOM DE USO",5,positivo
Muito bom gostei de mais no começo eu fiquei com muito mendo mesmo mais agora eu recomendo pra todas as pessoais.,5,positivo
Excelente,5,positivo
"Produto veio avariado. 
Ate o momento não obtive retorno de minha solicitação.",1,negativo
"O produto veio empedrado e não tem consistência, coloração ao misturar com água.",3,neutro
Recebi o produto conforme o anúncio...,4,positivo
Facil e bom,4,positivo
Pelo preço vale a pena,3,neutro
Chegou bem antes do prazo! Parabéns!,5,positivo
Falta de comprometimento  Comprei e as cores vieram todas erradas e escolhe com tanto cuidado e veio td diferente não compro mais pq ate vc tentar e conseguir trocar muita dor de cabeça,1,negativo
Entrega muito rápida.,4,positivo
Recebi o produto dentro do prazo,3,neutro
frete muito caro,4,positivo
"Perfeito Serviço  Não tenho o que reclamar, foi minha primeira compra na loja online da lannister e foi muito, muito tranquilo, acompanhei tudo pelo APP (que por sinal super indico.) Ótimo serviço.",5,positivo
Lindo relógio! Um clássico!,5,positivo
De Boa qualidade,3,neutro
O PRODUTO PRACE ESTAR AVARIADO.,2,negativo
"Pena que demora tanto, saudades do tempo que comprava no site das lannister e recebia na mesma semana.",3,neutro
"entrega passou um pouco do prazo, mas justificaram, produto muito bom, recomento",5,positivo
"excelente! A luz é forte, tem uma base sólida e firme, bastante potência e parece ser muito resistente, fácil de instalar, recomendo.",5,positivo
"Para mim é uma satisfação fazer compra nessa Loja
Sempre gostei dos produtos. Pena que o frete é tão alto. 
Conforme outros sites, poderia ser livre acima de 100,00",5,positivo
"entrega do produto Tive que retirar meu produto em uma agência dos correios extremamente distante da minha casa. Recomendaria a agência de distribuição DirectLog, pois a entrega é realmente feita.",3,neutro
Excelente!!! Seriedade e eficiência!!,5,positivo
10 Muito bom o serviço prestado.,5,positivo
entregou antes do prazo.,5,positivo
Estou precisando e não chegou.,1,negativo
5  Recomendo a todos,5,positivo
"O SITE VALIDA A COMPRA E DEPOIS DE TER PAGO, RECEBO A INFORMAÇÃO QUE O PRODUTO ESTÁ INDISPONÍVEL.",2,negativo
"Entrega foi rápida , porém o produto de péssima qualidade, fino , não passou nem perto do que eu esperava , está certo que foi barato mas eu não pagaria nem 10,00.",2,negativo
"Comprei 4 toners (magenta, amarelo, ciano e preto). Um dos fornecedores (Tonerbras) fez a nota do amarelo e magenta porém entregou 2 magentas. Não consigo fazer a troca.",2,negativo
"O produto veio sem nenhum problema, chegou antes do prazo estipulado e é muito simples para montar. Recomendo.",5,positivo
"Entrega incorreta Boa tarde, recebi apenas 1 par de luvas x11, como posso entrar em contato para receber o segundo par? Agradeço desde já...",2,negativo
8 Bom,1,negativo
"PRODUTO DE BOA QUALIDADE ENTREGUE ANTES DO PREVISTO, TUDO CORRETO.",5,positivo
Excelente  Ótimo vendedor. Atencioso e prestativo. O Sr. Bruno me atendeu de maneira gentil e eficiente. Recomendo.,5,positivo
"meu pedido veio faltando um produto, preciso resolver",1,negativo
"Produto não entregue, muito atrasado, acho que Americana vendeu produto que não existe.",1,negativo
"só estou aguardando o outro controle remoto que é o da Claro Livre, ainda não chegou.",5,positivo
Tudo conforme o combinado,5,positivo
Boa,4,positivo
tudo conforme o previsto.,5,positivo
"qualidade A qualidade da tinta não é boa, A cor laranja, por exemplo, saiu marrom. Não gostei",2,negativo
Não recebido Acredito não ter recebido por conta da greve . Mas não indico a lannister por motivo de venda de televisão com defeito,1,negativo
Demorou muito e cancelei a entrega,1,negativo
"Caso precise levar algo mais pesado, como latas ou vasilhas mais cheias é ruim. O cooler tem a alça costurada na aba do velcro, se o alimento/bebida foi mais pesado (500g) a alça puxa a aba e abre.",3,neutro
"Achei lindo o espelho
Recomendo a loja
Pois chegou antes do prazo",5,positivo
Produto feio e não recomendado. Loja ok,5,positivo
"Os Pneus foram entregues no prazo, mas gostaria de relatar um problema: Apesar de ter sido entregue dois pneus de modelo e marca iguais, um deles parece ser semi-novo e não 0 Km, conforme o anúncio...",3,neutro
Tudo perfeito Chegou antes do prazo. Obrigado.,5,positivo
Produto veio bem antes do prazo adorei,5,positivo
Até agora não recebi uma simples capinha. Comprei a capa antes do telefone pra não correr o risco de ficar com o telefone novo sem capa. O telefone já chegou a muito tempo e a capa até agora nada.,1,negativo
"Produto muito bom, para fixa aplica duas vezes.",3,neutro
Bom,4,positivo
Normal,5,positivo
"Eu recomendo , ótima compra",5,positivo
Produto de wualidade muito bom,5,positivo
Ainda não recebi minha encomenda,1,negativo
sem comentarios,5,positivo
enviou pelos correios e ate agora nada,1,negativo
Não consegui obter informações sobre a entrega do produto,1,negativo
ótimo!,5,positivo
RECEBI UMA UNIDADE SENDO QUE COMPREI 2!!!!!!,1,negativo
Bom e rapido. Bom preço,5,positivo
meu produto veio com a lampada quebrada estou esperando o retorno do baratheon,3,neutro
"Recomendo foi encachado perfeito, e já estou usando ele!",5,positivo
Recomendo a todos,5,positivo
"Ótima.  Produto atendeu as expectativas. Comprei para a minha namorada, ela gostou muito.",4,positivo
"Só recebi uma parte do meu pedido! O Mikrotik Routerboard Rb951ui-2hnd NÃO CHEGOU! Quero saber como proceder, o que sera feito...",1,negativo
"Muito bom, chega sempre , só NUNCA NUNCA NUNCA consigo retirar a NFE , entro no site, digito o código que mandam e SEMPRE SEMPRE dá erro.",5,positivo
lannister sempre atendendo bem.,5,positivo
Adorei. Chegou bem antes do que o prazo de entrega.,5,positivo
Muito bom,5,positivo
chegou sujo,3,neutro
PRODUTO DE QUALIDADE,5,positivo
"Super satisfeita  Adorei, era do tamanho que precisava.",5,positivo
"Recebi o produto e ele fuciona normalmente, porem o mesmo é diferente das imagens ilustrad a no site, já avia comprado em outro site e veio uma replica identica ao original, por isso não recomendo.",2,negativo
"Quase perfeito No site da lannister a informação do tipo de saco descartável é NANO. No site não diz o número, por isso recebi o NANO 11 que é maior que o saco do aspirador, vou ver se funciona corretamente.",5,positivo
"Adc. ao carrinho 2 pneus separadamente. Por se tratar da mesma loja, juntaram em 1 NF e 1 envio. Porém chegou apenas 1 pneu. Onde consta o peso na nota de 11k dos 2 e de despacho 5k. Ou seja,só veio 1",1,negativo
Nossa muito bom recebi antes do prazo de entrega adorei bem bonitas as bolsas recomendo,5,positivo
"O produto veio com defeito, a cortina veio com a embalagem violada e o produto estava danificado, queimado.
Fiz a reclamação direto com a loja e eles ficaram de me retornar mas não retornaram até hoj",1,negativo
"Mercadoria em atraso e nenhuma satisfação foi dada,falta de compromisso com cliente",1,negativo
"O pedido chegou super rápido, é de ótima qualidade! Fiquei um pouco apreensiva antes da entrega, já que tive problemas com outras lojas parceiras da stark.",5,positivo
Bom venderdor foi tudo entregue com forme o que eu esperava.,4,positivo
recomendo Valeu,5,positivo
"Muito bom Serviço prestado. Entrega Rapida, controle funcionando perfeitamente",5,positivo
"Bom produto O produto é bom,
Só acho q deveria vim um manual explicativo .",4,positivo
Muito bem atendido.  Estão de parabéns. O produto correto foi entregue antes do prazo estabelecido.,5,positivo
minha opinião é que vocês deviam acompanhar semanalmente ou quinzenalmente a entrega,1,negativo
Amei minha cadeira!,5,positivo
Não entregaram e até hj não estornaram no meu cartão.,1,negativo
Ainda não tive a oportunidade de experimentar o produto para avaliar a sua qualidade. Mas o mesmo chegou dentro do prazo determinado e bem embalado.,5,positivo
super recomendo,5,positivo
Quero trocar e não está carregando meu tablete e está c defeito,1,negativo
incerteza de receber o produto,3,neutro
"A toalha q se referem ao piso do banheiro, veio na cor bege e nao8na cor vermelho como está na amostra.",4,positivo
bom esse pendrive,4,positivo
muito bom,5,positivo
perfeito em tudo,5,positivo
"A forma é mais fina que as minhas e enviaram por correio, compro no baratheon porque enviam por transportadora que eu prefiro pois aqui é area restrita e tive que retirar na agência.",4,positivo
O site alia praticidade com muita eficácia. Estou satisfeito.,5,positivo
o produto ainda não instalei mas a entrega foi super rápido,5,positivo
"Material faltando Bom dia
Comprei 2 controles e chegou apenas 1",1,negativo
Meus panos chegaram com otima qualidade mais rapido que o esperado td certinho farei novas compras,5,positivo
"Eu adorei veio ate antes do tempo,Eu recomendo sim.....",5,positivo
"Os kit é muito cheiroso, vieram muito bem embalados e protegidos! Parabéns mais uma vez pela entrega dentro do prazo.",5,positivo
"Gostei do produto, a entrega foi rápida, ótimo!!",5,positivo
Comprei 4 kit manicure e só recebi 1.,1,negativo
Otimo,5,positivo
MUITO SATISFEITA PRODUTO DE OTIMA QUALIDADE,5,positivo
"Produto muito bom, gostei!",5,positivo
A data para chegar era 14 de agosto. O produto chego ainda em julho!,5,positivo
"sempre tive e confiei na compra onlaine, fiz todo o protocolo e escolhi o produto. mas quando recebi veio a marca diferente e ainda nao funciona, mesmo sendo bloqueado. preciso da encomenda urgente",1,negativo
"Comprei 4 luminárias e até o momento, recebi 3.
Já liguei para a empresa responsávelpela entrega e fui informada que devo receber logo a luminária que falta",1,negativo
Otimo produto entrega dentro do prazo super recomendo,5,positivo
"Fiquei com medo de não ser exatamente o que desejava, mas me surpreendi. Chego antes do tempo previsto e tudo certo.",5,positivo
muito satisfeita o produto chegou antes do esperado!,4,positivo
"Cortina bonita, Boa qualidade. Chegou no prazo estipulado",5,positivo
adorei,5,positivo
tudo otimo conforme colprado,5,positivo
Frustrante não receber o Produto no Prazo. .,1,negativo
Fui muito bem atendida e estou satisfeita com minha aquisição. O site de compra mais uma vez me enviou o produto dentro do prazo que eu necessitava receber meu produto.,5,positivo
Entrega no prazo e em perfeito estado...parabéns.,5,positivo
O produto não foi entregue. Gostaria de saber a nova previsão de entrega. O processo de entrega está na situação de Nota Fiscal emitida desde 26/NOV/2017 sem ter nunca ido para transportadora.,1,negativo
Boa,3,neutro
Ótimo,5,positivo
"Só não foi melhor pois uma peça chegou avariada, o que muito provavelmente ocorreu durante o transporte...",4,positivo
"Até no momento ninguém entrou em contato sobre o produto, não consigo rastrear o mesmo!",1,negativo
Satisfeito com a compra Já comprei várias vezes nessa loja e recomendo!,4,positivo
Bom produto.,3,neutro
"O produto chegou no prazo e ok, porém não veio com nota fiscal. Estou ainda aguardando o envio por e-mail.",3,neutro
Top Top,5,positivo
"O produto foi entregue no prazo e funcionando perfeitamente, detalhe apenas do longo prazo de entrega para certas cidades de interior, mas recomendo a loja!",5,positivo
"Comprei vai fazer dois meses, paguei o frete e não entregaram, vou no Procon.... não é a primeira vez que vc fazem isso, nunca mas compro nesse sait",1,negativo
produto otimo,5,positivo
"produto muito bom como descrito no anuncio, chegou antes do prazo estimado.",5,positivo
otimo produto,5,positivo
Zero Atendimento péssimo,1,negativo
Levou quase um mês para chegar um cartucho de tinta que é de uso contínuo,1,negativo
"Tudo certo, só demorou um pouco.",3,neutro
Tanto o produto quanto o atendimento é de qualidade.,5,positivo
Excelente Recebi com uma rapidez incrível. Antes do prazo limite.,5,positivo
"Boa promoçao,compra feita.
Mais na hora de receber a mercadoria,so veio uma parte! Agora o que faço?
Quem vai resolver esse problema? Olha que eu confiava na targaryen.",1,negativo
